airfoil,alpha,CL,CD,max_camber,camber_position,thickness
NACA0012,6.5,0.7487,0.01713,0.0,0.0,0.12
NACA0012,6.6,0.7544,0.01763,0.0,0.0,0.12
NACA0012,6.7,0.763,0.01781,0.0,0.0,0.12
NACA0012,6.8,0.7711,0.01805,0.0,0.0,0.12
NACA0012,6.9,0.7789,0.01831,0.0,0.0,0.12
NACA0012,7.0,0.7859,0.01867,0.0,0.0,0.12
NACA0012,7.1,0.7918,0.01927,0.0,0.0,0.12
NACA0012,7.2,0.8003,0.01948,0.0,0.0,0.12
NACA0012,7.3,0.8085,0.01973,0.0,0.0,0.12
NACA0012,7.4,0.8165,0.01999,0.0,0.0,0.12
NACA0012,7.5,0.8242,0.02026,0.0,0.0,0.12
NACA0012,7.6,0.8313,0.02066,0.0,0.0,0.12
NACA0012,7.7,0.8376,0.02138,0.0,0.0,0.12
NACA0012,7.8,0.8462,0.02156,0.0,0.0,0.12
NACA0012,7.9,0.8545,0.02184,0.0,0.0,0.12
NACA0012,8.0,0.8626,0.02218,0.0,0.0,0.12
NACA0012,8.1,0.8706,0.02253,0.0,0.0,0.12
NACA0012,8.2,0.8786,0.02288,0.0,0.0,0.12
NACA0012,8.3,0.8863,0.02328,0.0,0.0,0.12
NACA0012,8.4,0.8937,0.02381,0.0,0.0,0.12
NACA0012,8.5,0.9006,0.02483,0.0,0.0,0.12
NACA0012,8.6,0.9085,0.02541,0.0,0.0,0.12
NACA0012,8.7,0.9166,0.02579,0.0,0.0,0.12
NACA0012,8.8,0.9245,0.02625,0.0,0.0,0.12
NACA0012,8.9,0.9323,0.02675,0.0,0.0,0.12
NACA0012,9.0,0.9399,0.02727,0.0,0.0,0.12
NACA0012,9.1,0.9473,0.02782,0.0,0.0,0.12
NACA0012,9.2,0.9545,0.02838,0.0,0.0,0.12
NACA0012,9.3,0.9617,0.02891,0.0,0.0,0.12
NACA0012,9.4,0.9687,0.0294,0.0,0.0,0.12
NACA0012,9.5,0.9757,0.02988,0.0,0.0,0.12
NACA0012,9.6,0.9824,0.03042,0.0,0.0,0.12
NACA0012,9.7,0.9884,0.03127,0.0,0.0,0.12
NACA0012,9.8,0.9907,0.03318,0.0,0.0,0.12
NACA0012,9.9,0.9958,0.0336,0.0,0.0,0.12
NACA0012,10.0,1.0009,0.03401,0.0,0.0,0.12
NACA0012,10.1,1.0056,0.03457,0.0,0.0,0.12
NACA0012,10.2,1.0097,0.03526,0.0,0.0,0.12
NACA0012,10.3,1.0132,0.03608,0.0,0.0,0.12
NACA0012,10.4,1.016,0.03695,0.0,0.0,0.12
NACA0012,10.5,1.0183,0.03785,0.0,0.0,0.12
NACA0012,10.6,1.02,0.03877,0.0,0.0,0.12
NACA0012,10.7,1.021,0.03972,0.0,0.0,0.12
NACA0012,10.8,1.0214,0.04068,0.0,0.0,0.12
NACA0012,10.9,1.021,0.04165,0.0,0.0,0.12
NACA0012,11.0,1.0192,0.0426,0.0,0.0,0.12
NACA0012,11.1,1.0167,0.04356,0.0,0.0,0.12
NACA0012,11.2,1.0137,0.04457,0.0,0.0,0.12
NACA0012,11.3,1.0102,0.04564,0.0,0.0,0.12
NACA0012,11.4,1.0064,0.04676,0.0,0.0,0.12
NACA0012,11.5,1.0021,0.04795,0.0,0.0,0.12
NACA0012,11.6,0.9973,0.04922,0.0,0.0,0.12
NACA0012,11.7,0.992,0.0506,0.0,0.0,0.12
NACA0012,11.8,0.986,0.05208,0.0,0.0,0.12
NACA0012,11.9,0.9793,0.05371,0.0,0.0,0.12
NACA0012,12.0,0.9717,0.05553,0.0,0.0,0.12
NACA0012,12.1,0.9628,0.05756,0.0,0.0,0.12
NACA0012,12.2,0.9525,0.05991,0.0,0.0,0.12
NACA0012,12.3,0.9401,0.0627,0.0,0.0,0.12
NACA0012,12.4,0.9249,0.06611,0.0,0.0,0.12
NACA0012,12.5,0.9055,0.07044,0.0,0.0,0.12
NACA0012,12.6,0.8808,0.0762,0.0,0.0,0.12
NACA0012,12.7,0.8458,0.0847,0.0,0.0,0.12
NACA0012,12.8,0.7878,0.09965,0.0,0.0,0.12
NACA0012,12.9,0.7535,0.11011,0.0,0.0,0.12
NACA0012,13.0,0.74,0.11539,0.0,0.0,0.12
NACA0012,13.1,0.7313,0.11943,0.0,0.0,0.12
NACA0012,13.2,0.7249,0.12289,0.0,0.0,0.12
NACA0012,13.3,0.7201,0.12599,0.0,0.0,0.12
NACA0012,13.4,0.7164,0.12877,0.0,0.0,0.12
NACA0012,13.5,0.7139,0.13124,0.0,0.0,0.12
NACA0012,13.8,0.6634,0.15613,0.0,0.0,0.12
NACA0012,13.9,0.6615,0.15822,0.0,0.0,0.12
NACA0012,14.0,0.6616,0.16002,0.0,0.0,0.12
NACA0012,14.1,0.6625,0.1617,0.0,0.0,0.12
NACA0012,14.2,0.6641,0.16328,0.0,0.0,0.12
NACA0012,14.3,0.6661,0.16478,0.0,0.0,0.12
NACA0012,14.4,0.6685,0.16621,0.0,0.0,0.12
NACA0012,14.5,0.6713,0.16757,0.0,0.0,0.12
NACA0012,14.6,0.6747,0.16887,0.0,0.0,0.12
NACA0012,14.7,0.6785,0.17012,0.0,0.0,0.12
NACA0012,14.8,0.6829,0.17133,0.0,0.0,0.12
NACA0012,14.9,0.6879,0.17253,0.0,0.0,0.12
NACA0012,15.0,0.6929,0.17372,0.0,0.0,0.12
NACA0014,0.0,0.0,0.01051,0.0,0.0,0.14
NACA0014,0.1,0.011,0.01054,0.0,0.0,0.14
NACA0014,0.2,0.0221,0.01055,0.0,0.0,0.14
NACA0014,0.3,0.0328,0.01056,0.0,0.0,0.14
NACA0014,0.4,0.0436,0.01058,0.0,0.0,0.14
NACA0014,0.5,0.0554,0.01063,0.0,0.0,0.14
NACA0014,0.6,0.0669,0.01067,0.0,0.0,0.14
NACA0014,0.7,0.077,0.0107,0.0,0.0,0.14
NACA0014,0.8,0.0884,0.01074,0.0,0.0,0.14
NACA0014,0.9,0.1014,0.01081,0.0,0.0,0.14
NACA0014,1.0,0.114,0.01089,0.0,0.0,0.14
NACA0014,1.1,0.1239,0.01094,0.0,0.0,0.14
NACA0014,1.2,0.1351,0.01099,0.0,0.0,0.14
NACA0014,1.3,0.15,0.01109,0.0,0.0,0.14
NACA0014,1.4,0.1641,0.01117,0.0,0.0,0.14
NACA0014,1.5,0.1769,0.01125,0.0,0.0,0.14
NACA0014,1.6,0.186,0.01133,0.0,0.0,0.14
NACA0014,1.7,0.2012,0.0114,0.0,0.0,0.14
NACA0014,1.8,0.2177,0.0115,0.0,0.0,0.14
NACA0014,1.9,0.2339,0.01162,0.0,0.0,0.14
NACA0014,2.0,0.2494,0.0117,0.0,0.0,0.14
NACA0014,2.1,0.2626,0.01178,0.0,0.0,0.14
NACA0014,2.2,0.2739,0.01188,0.0,0.0,0.14
NACA0014,2.3,0.2928,0.01195,0.0,0.0,0.14
NACA0014,2.4,0.3115,0.01206,0.0,0.0,0.14
NACA0014,2.5,0.3298,0.01214,0.0,0.0,0.14
NACA0014,2.6,0.347,0.01223,0.0,0.0,0.14
NACA0014,2.7,0.3622,0.01234,0.0,0.0,0.14
NACA0014,2.8,0.373,0.0124,0.0,0.0,0.14
NACA0014,2.9,0.3919,0.01249,0.0,0.0,0.14
NACA0014,3.0,0.4106,0.01256,0.0,0.0,0.14
NACA0014,3.1,0.4285,0.01264,0.0,0.0,0.14
NACA0014,3.2,0.4452,0.01274,0.0,0.0,0.14
NACA0014,3.3,0.4609,0.0128,0.0,0.0,0.14
NACA0014,3.4,0.4745,0.01292,0.0,0.0,0.14
NACA0014,3.5,0.4935,0.01297,0.0,0.0,0.14
NACA0014,3.6,0.5114,0.01306,0.0,0.0,0.14
NACA0014,3.7,0.5288,0.01313,0.0,0.0,0.14
NACA0014,3.8,0.5453,0.01321,0.0,0.0,0.14
NACA0014,3.9,0.5612,0.01332,0.0,0.0,0.14
NACA0014,4.0,0.5794,0.01338,0.0,0.0,0.14
NACA0014,4.1,0.597,0.01347,0.0,0.0,0.14
NACA0014,4.2,0.6146,0.01354,0.0,0.0,0.14
NACA0014,4.3,0.6258,0.01366,0.0,0.0,0.14
NACA0014,4.4,0.6344,0.01369,0.0,0.0,0.14
NACA0014,4.5,0.6424,0.0138,0.0,0.0,0.14
NACA0014,4.6,0.6506,0.01387,0.0,0.0,0.14
NACA0014,4.7,0.6588,0.01395,0.0,0.0,0.14
NACA0014,4.9,0.675,0.01415,0.0,0.0,0.14
NACA0014,5.0,0.6828,0.01427,0.0,0.0,0.14
NACA0014,5.1,0.6906,0.0144,0.0,0.0,0.14
NACA0014,5.2,0.6987,0.01449,0.0,0.0,0.14
NACA0014,5.3,0.7058,0.01467,0.0,0.0,0.14
NACA0014,5.4,0.7139,0.01476,0.0,0.0,0.14
NACA0014,5.5,0.7212,0.01491,0.0,0.0,0.14
NACA0014,5.6,0.7283,0.01509,0.0,0.0,0.14
NACA0014,5.7,0.736,0.0152,0.0,0.0,0.14
NACA0014,5.8,0.7428,0.0154,0.0,0.0,0.14
NACA0014,5.9,0.75,0.01556,0.0,0.0,0.14
NACA0014,6.0,0.7574,0.01571,0.0,0.0,0.14
NACA0014,6.1,0.7636,0.01594,0.0,0.0,0.14
NACA0014,6.2,0.7709,0.0161,0.0,0.0,0.14
NACA0014,6.3,0.778,0.01626,0.0,0.0,0.14
NACA0014,6.4,0.7839,0.01652,0.0,0.0,0.14
NACA0014,6.5,0.791,0.0167,0.0,0.0,0.14
NACA0014,6.6,0.798,0.01686,0.0,0.0,0.14
NACA0014,6.7,0.8039,0.01711,0.0,0.0,0.14
NACA0014,6.8,0.81,0.01737,0.0,0.0,0.14
NACA0014,6.9,0.8173,0.01753,0.0,0.0,0.14
NACA0014,7.0,0.8238,0.01774,0.0,0.0,0.14
NACA0014,7.1,0.8292,0.01804,0.0,0.0,0.14
NACA0014,7.2,0.8351,0.01834,0.0,0.0,0.14
NACA0014,7.3,0.8422,0.01851,0.0,0.0,0.14
NACA0014,7.4,0.8489,0.01872,0.0,0.0,0.14
NACA0014,7.5,0.8548,0.01898,0.0,0.0,0.14
NACA0014,7.6,0.8594,0.01939,0.0,0.0,0.14
NACA0014,7.7,0.8662,0.01963,0.0,0.0,0.14
NACA0014,7.8,0.8732,0.01981,0.0,0.0,0.14
NACA0014,7.9,0.8798,0.02002,0.0,0.0,0.14
NACA0014,8.0,0.8859,0.02026,0.0,0.0,0.14
NACA0014,8.1,0.891,0.02063,0.0,0.0,0.14
NACA0014,8.2,0.8962,0.02109,0.0,0.0,0.14
NACA0014,8.3,0.9033,0.02127,0.0,0.0,0.14
NACA0014,8.4,0.91,0.02151,0.0,0.0,0.14
NACA0014,8.5,0.9164,0.02177,0.0,0.0,0.14
NACA0014,8.6,0.9227,0.02204,0.0,0.0,0.14
NACA0014,8.7,0.9287,0.02235,0.0,0.0,0.14
NACA0014,8.8,0.9341,0.02277,0.0,0.0,0.14
NACA0014,8.9,0.9394,0.02351,0.0,0.0,0.14
NACA0014,9.0,0.9464,0.02374,0.0,0.0,0.14
NACA0014,9.1,0.9532,0.02402,0.0,0.0,0.14
NACA0014,9.2,0.96,0.02434,0.0,0.0,0.14
NACA0014,9.3,0.9666,0.02468,0.0,0.0,0.14
NACA0014,9.4,0.973,0.02501,0.0,0.0,0.14
NACA0014,9.5,0.9794,0.02534,0.0,0.0,0.14
NACA0014,9.6,0.9855,0.02568,0.0,0.0,0.14
NACA0014,9.7,0.9913,0.0261,0.0,0.0,0.14
NACA0014,9.8,0.9974,0.02685,0.0,0.0,0.14
NACA0014,9.9,1.0036,0.02752,0.0,0.0,0.14
NACA0014,10.0,1.0096,0.02779,0.0,0.0,0.14
NACA0014,10.1,1.0153,0.02811,0.0,0.0,0.14
NACA0014,10.2,1.0208,0.02847,0.0,0.0,0.14
NACA0014,10.3,1.0263,0.02884,0.0,0.0,0.14
NACA0014,10.4,1.0316,0.02924,0.0,0.0,0.14
NACA0014,10.5,1.0369,0.02966,0.0,0.0,0.14
NACA0014,10.6,1.0419,0.03008,0.0,0.0,0.14
NACA0014,10.7,1.0465,0.03051,0.0,0.0,0.14
NACA0014,10.8,1.051,0.03097,0.0,0.0,0.14
NACA0014,10.9,1.0555,0.0315,0.0,0.0,0.14
NACA0014,11.0,1.06,0.0322,0.0,0.0,0.14
NACA0014,11.1,1.0647,0.03333,0.0,0.0,0.14
NACA0014,11.2,1.0678,0.03444,0.0,0.0,0.14
NACA0014,11.3,1.07,0.03493,0.0,0.0,0.14
NACA0014,11.4,1.072,0.03548,0.0,0.0,0.14
NACA0014,11.5,1.0739,0.03608,0.0,0.0,0.14
NACA0014,11.6,1.0755,0.03673,0.0,0.0,0.14
NACA0014,11.7,1.0768,0.03743,0.0,0.0,0.14
NACA0014,11.8,1.0779,0.03817,0.0,0.0,0.14
NACA0014,11.9,1.0787,0.03894,0.0,0.0,0.14
NACA0014,12.0,1.0792,0.03975,0.0,0.0,0.14
NACA0014,12.1,1.0793,0.04059,0.0,0.0,0.14
NACA0014,12.2,1.0793,0.04147,0.0,0.0,0.14
NACA0014,12.3,1.0789,0.04238,0.0,0.0,0.14
NACA0014,12.4,1.0781,0.04334,0.0,0.0,0.14
NACA0014,12.5,1.0768,0.04434,0.0,0.0,0.14
NACA0014,12.6,1.0752,0.04538,0.0,0.0,0.14
NACA0014,12.7,1.0733,0.04648,0.0,0.0,0.14
NACA0014,12.8,1.0711,0.04762,0.0,0.0,0.14
NACA0014,12.9,1.0686,0.04882,0.0,0.0,0.14
NACA0014,13.0,1.0657,0.05007,0.0,0.0,0.14
NACA0014,13.1,1.0626,0.05138,0.0,0.0,0.14
NACA0014,13.2,1.0594,0.05273,0.0,0.0,0.14
NACA0014,13.3,1.056,0.05414,0.0,0.0,0.14
NACA0014,13.4,1.0524,0.05561,0.0,0.0,0.14
NACA0014,13.5,1.0486,0.05712,0.0,0.0,0.14
NACA0014,13.6,1.0445,0.0587,0.0,0.0,0.14
NACA0014,13.7,1.0401,0.06036,0.0,0.0,0.14
NACA0014,13.8,1.0353,0.06211,0.0,0.0,0.14
NACA0014,13.9,1.0298,0.06399,0.0,0.0,0.14
NACA0014,14.0,1.0237,0.06601,0.0,0.0,0.14
NACA0014,14.1,1.0165,0.06823,0.0,0.0,0.14
NACA0014,14.2,1.008,0.07068,0.0,0.0,0.14
NACA0014,14.3,0.9981,0.07342,0.0,0.0,0.14
NACA0014,14.4,0.9856,0.0766,0.0,0.0,0.14
NACA0014,14.5,0.9636,0.08145,0.0,0.0,0.14
NACA0014,14.6,0.6978,0.14246,0.0,0.0,0.14
NACA0014,14.7,0.6945,0.14537,0.0,0.0,0.14
NACA0014,14.8,0.6925,0.14794,0.0,0.0,0.14
NACA0014,14.9,0.6918,0.15019,0.0,0.0,0.14
NACA0014,15.0,0.6921,0.15218,0.0,0.0,0.14
NACA0016,0.0,0.0,0.01126,0.0,0.0,0.16
NACA0016,0.1,0.0099,0.01125,0.0,0.0,0.16
NACA0016,0.2,0.0217,0.01126,0.0,0.0,0.16
NACA0016,0.4,0.043,0.0113,0.0,0.0,0.16
NACA0016,0.5,0.0531,0.0113,0.0,0.0,0.16
NACA0016,0.6,0.0651,0.01134,0.0,0.0,0.16
NACA0016,0.7,0.0764,0.01139,0.0,0.0,0.16
NACA0016,0.8,0.0862,0.01142,0.0,0.0,0.16
NACA0016,0.9,0.0963,0.01144,0.0,0.0,0.16
NACA0016,1.0,0.1087,0.01151,0.0,0.0,0.16
NACA0016,1.1,0.12,0.01158,0.0,0.0,0.16
NACA0016,1.2,0.1301,0.01161,0.0,0.0,0.16
NACA0016,1.3,0.1395,0.01165,0.0,0.0,0.16
NACA0016,1.4,0.1526,0.01175,0.0,0.0,0.16
NACA0016,1.5,0.1645,0.01183,0.0,0.0,0.16
NACA0016,1.6,0.1754,0.0119,0.0,0.0,0.16
NACA0016,1.7,0.1844,0.01195,0.0,0.0,0.16
NACA0016,1.8,0.1969,0.01206,0.0,0.0,0.16
NACA0016,1.9,0.2101,0.01214,0.0,0.0,0.16
NACA0016,2.0,0.2228,0.01224,0.0,0.0,0.16
NACA0016,2.1,0.2344,0.01234,0.0,0.0,0.16
NACA0016,2.2,0.2416,0.01241,0.0,0.0,0.16
NACA0016,2.3,0.2567,0.0125,0.0,0.0,0.16
NACA0016,2.4,0.2717,0.01262,0.0,0.0,0.16
NACA0016,2.5,0.2862,0.01277,0.0,0.0,0.16
NACA0016,2.6,0.2997,0.01286,0.0,0.0,0.16
NACA0016,2.7,0.3101,0.01293,0.0,0.0,0.16
NACA0016,2.8,0.3214,0.01303,0.0,0.0,0.16
NACA0016,2.9,0.3383,0.01318,0.0,0.0,0.16
NACA0016,3.0,0.3554,0.01327,0.0,0.0,0.16
NACA0016,3.1,0.3718,0.0134,0.0,0.0,0.16
NACA0016,3.2,0.3875,0.01355,0.0,0.0,0.16
NACA0016,3.3,0.4019,0.01362,0.0,0.0,0.16
NACA0016,3.4,0.4102,0.01369,0.0,0.0,0.16
NACA0016,3.5,0.4292,0.01384,0.0,0.0,0.16
NACA0016,3.6,0.4485,0.01394,0.0,0.0,0.16
NACA0016,3.7,0.4671,0.01404,0.0,0.0,0.16
NACA0016,3.8,0.4844,0.01419,0.0,0.0,0.16
NACA0016,3.9,0.5012,0.01427,0.0,0.0,0.16
NACA0016,4.0,0.516,0.01436,0.0,0.0,0.16
NACA0016,4.1,0.5254,0.0145,0.0,0.0,0.16
NACA0016,4.2,0.5446,0.01458,0.0,0.0,0.16
NACA0016,4.3,0.5631,0.01467,0.0,0.0,0.16
NACA0016,4.4,0.5803,0.01482,0.0,0.0,0.16
NACA0016,4.5,0.5976,0.01488,0.0,0.0,0.16
NACA0016,4.6,0.6133,0.01498,0.0,0.0,0.16
NACA0016,4.7,0.6269,0.01516,0.0,0.0,0.16
NACA0016,4.8,0.6431,0.01521,0.0,0.0,0.16
NACA0016,4.9,0.6612,0.01531,0.0,0.0,0.16
NACA0016,5.0,0.6782,0.01546,0.0,0.0,0.16
NACA0016,5.1,0.6954,0.01552,0.0,0.0,0.16
NACA0016,5.2,0.7112,0.01566,0.0,0.0,0.16
NACA0016,5.3,0.7266,0.01581,0.0,0.0,0.16
NACA0016,5.4,0.7446,0.01588,0.0,0.0,0.16
NACA0016,5.5,0.7611,0.01605,0.0,0.0,0.16
NACA0016,5.6,0.7786,0.01612,0.0,0.0,0.16
NACA0016,5.7,0.7921,0.01624,0.0,0.0,0.16
NACA0016,5.8,0.7983,0.01641,0.0,0.0,0.16
NACA0016,5.9,0.8056,0.01648,0.0,0.0,0.16
NACA0016,6.0,0.8126,0.01657,0.0,0.0,0.16
NACA0016,6.1,0.8189,0.0167,0.0,0.0,0.16
NACA0016,6.2,0.8247,0.0169,0.0,0.0,0.16
NACA0016,6.3,0.8319,0.01696,0.0,0.0,0.16
NACA0016,6.4,0.8385,0.01707,0.0,0.0,0.16
NACA0016,6.5,0.8442,0.01723,0.0,0.0,0.16
NACA0016,6.6,0.8495,0.01745,0.0,0.0,0.16
NACA0016,6.7,0.8564,0.01752,0.0,0.0,0.16
NACA0016,6.8,0.8625,0.01765,0.0,0.0,0.16
NACA0016,6.9,0.8677,0.01783,0.0,0.0,0.16
NACA0016,7.0,0.8721,0.0181,0.0,0.0,0.16
NACA0016,7.1,0.8787,0.01819,0.0,0.0,0.16
NACA0016,7.2,0.8845,0.01832,0.0,0.0,0.16
NACA0016,7.3,0.8896,0.0185,0.0,0.0,0.16
NACA0016,7.4,0.8938,0.01874,0.0,0.0,0.16
NACA0016,7.5,0.8983,0.019,0.0,0.0,0.16
NACA0016,7.6,0.9042,0.01912,0.0,0.0,0.16
NACA0016,7.7,0.9096,0.01927,0.0,0.0,0.16
NACA0016,7.8,0.9142,0.01946,0.0,0.0,0.16
NACA0016,7.9,0.9179,0.01971,0.0,0.0,0.16
NACA0016,8.0,0.9212,0.02005,0.0,0.0,0.16
NACA0016,8.1,0.9268,0.02017,0.0,0.0,0.16
NACA0016,8.2,0.9319,0.02032,0.0,0.0,0.16
NACA0016,8.3,0.9365,0.0205,0.0,0.0,0.16
NACA0016,8.4,0.9404,0.02072,0.0,0.0,0.16
NACA0016,8.5,0.9434,0.02101,0.0,0.0,0.16
NACA0016,8.6,0.9468,0.02138,0.0,0.0,0.16
NACA0016,8.7,0.952,0.02154,0.0,0.0,0.16
NACA0016,8.8,0.9568,0.02173,0.0,0.0,0.16
NACA0016,8.9,0.9613,0.02194,0.0,0.0,0.16
NACA0016,9.0,0.9655,0.02216,0.0,0.0,0.16
NACA0016,9.1,0.9692,0.02241,0.0,0.0,0.16
NACA0016,9.2,0.9723,0.02274,0.0,0.0,0.16
NACA0016,9.3,0.9755,0.02328,0.0,0.0,0.16
NACA0016,9.4,0.9802,0.02348,0.0,0.0,0.16
NACA0016,9.5,0.9848,0.0237,0.0,0.0,0.16
NACA0016,9.6,0.9892,0.02394,0.0,0.0,0.16
NACA0016,9.7,0.9933,0.02419,0.0,0.0,0.16
NACA0016,9.8,0.9966,0.02443,0.0,0.0,0.16
NACA0016,9.9,0.9995,0.02469,0.0,0.0,0.16
NACA0016,10.0,1.0022,0.02499,0.0,0.0,0.16
NACA0016,10.1,1.0051,0.0254,0.0,0.0,0.16
NACA0016,10.2,1.0101,0.02605,0.0,0.0,0.16
NACA0016,10.3,1.0136,0.02628,0.0,0.0,0.16
NACA0016,10.4,1.0174,0.02654,0.0,0.0,0.16
NACA0016,10.5,1.0214,0.02684,0.0,0.0,0.16
NACA0016,10.6,1.0255,0.02716,0.0,0.0,0.16
NACA0016,10.7,1.0295,0.0275,0.0,0.0,0.16
NACA0016,10.8,1.0336,0.02785,0.0,0.0,0.16
NACA0016,10.9,1.0377,0.02823,0.0,0.0,0.16
NACA0016,11.0,1.0416,0.02865,0.0,0.0,0.16
NACA0016,11.1,1.0458,0.02914,0.0,0.0,0.16
NACA0016,11.2,1.051,0.02981,0.0,0.0,0.16
NACA0016,11.3,1.0567,0.03052,0.0,0.0,0.16
NACA0016,11.4,1.0605,0.03093,0.0,0.0,0.16
NACA0016,11.5,1.064,0.03137,0.0,0.0,0.16
NACA0016,11.6,1.0676,0.03185,0.0,0.0,0.16
NACA0016,11.7,1.0713,0.03236,0.0,0.0,0.16
NACA0016,11.8,1.0748,0.03288,0.0,0.0,0.16
NACA0016,11.9,1.0783,0.03341,0.0,0.0,0.16
NACA0016,12.0,1.0818,0.03394,0.0,0.0,0.16
NACA0016,12.1,1.0853,0.03449,0.0,0.0,0.16
NACA0016,12.2,1.0887,0.03505,0.0,0.0,0.16
NACA0016,12.3,1.0921,0.03561,0.0,0.0,0.16
NACA0016,12.4,1.0956,0.0362,0.0,0.0,0.16
NACA0016,12.5,1.099,0.03682,0.0,0.0,0.16
NACA0016,12.6,1.1021,0.03754,0.0,0.0,0.16
NACA0016,12.7,1.1056,0.03847,0.0,0.0,0.16
NACA0016,12.8,1.1078,0.03969,0.0,0.0,0.16
NACA0016,12.9,1.1085,0.04038,0.0,0.0,0.16
NACA0016,13.0,1.109,0.04112,0.0,0.0,0.16
NACA0016,13.1,1.1095,0.04191,0.0,0.0,0.16
NACA0016,13.2,1.1096,0.04275,0.0,0.0,0.16
NACA0016,13.3,1.1097,0.04362,0.0,0.0,0.16
NACA0016,13.4,1.1097,0.04453,0.0,0.0,0.16
NACA0016,13.5,1.1092,0.0455,0.0,0.0,0.16
NACA0016,13.6,1.1088,0.04648,0.0,0.0,0.16
NACA0016,13.7,1.1082,0.0475,0.0,0.0,0.16
NACA0016,13.8,1.1078,0.04853,0.0,0.0,0.16
NACA0016,13.9,1.1073,0.04959,0.0,0.0,0.16
NACA0016,14.0,1.1067,0.05066,0.0,0.0,0.16
NACA0016,14.1,1.1062,0.05175,0.0,0.0,0.16
NACA0016,14.2,1.1053,0.05289,0.0,0.0,0.16
NACA0016,14.3,1.1045,0.05405,0.0,0.0,0.16
NACA0016,14.4,1.1037,0.05523,0.0,0.0,0.16
NACA0016,14.5,1.1028,0.05644,0.0,0.0,0.16
NACA0016,14.6,1.1018,0.05768,0.0,0.0,0.16
NACA0016,14.7,1.1005,0.05897,0.0,0.0,0.16
NACA0016,14.8,1.0986,0.06036,0.0,0.0,0.16
NACA0016,14.9,1.0962,0.06183,0.0,0.0,0.16
NACA0016,15.0,1.0926,0.06347,0.0,0.0,0.16
NACA0018,0.0,-0.0,0.0122,0.0,0.0,0.18
NACA0018,0.1,0.0107,0.01218,0.0,0.0,0.18
NACA0018,0.2,0.0215,0.01218,0.0,0.0,0.18
NACA0018,0.3,0.0322,0.01219,0.0,0.0,0.18
NACA0018,0.4,0.0427,0.01222,0.0,0.0,0.18
NACA0018,0.5,0.0534,0.01222,0.0,0.0,0.18
NACA0018,0.6,0.0644,0.01223,0.0,0.0,0.18
NACA0018,0.7,0.0752,0.01225,0.0,0.0,0.18
NACA0018,0.8,0.0856,0.01229,0.0,0.0,0.18
NACA0018,0.9,0.096,0.01233,0.0,0.0,0.18
NACA0018,1.0,0.1073,0.01234,0.0,0.0,0.18
NACA0018,1.1,0.1183,0.01238,0.0,0.0,0.18
NACA0018,1.2,0.1287,0.01242,0.0,0.0,0.18
NACA0018,1.3,0.1386,0.01248,0.0,0.0,0.18
NACA0018,1.4,0.15,0.01251,0.0,0.0,0.18
NACA0018,1.5,0.1614,0.01256,0.0,0.0,0.18
NACA0018,1.6,0.1722,0.01262,0.0,0.0,0.18
NACA0018,1.7,0.1822,0.01268,0.0,0.0,0.18
NACA0018,1.8,0.1924,0.01274,0.0,0.0,0.18
NACA0018,1.9,0.2045,0.0128,0.0,0.0,0.18
NACA0018,2.0,0.2159,0.01287,0.0,0.0,0.18
NACA0018,2.1,0.2266,0.01295,0.0,0.0,0.18
NACA0018,2.2,0.236,0.01304,0.0,0.0,0.18
NACA0018,2.3,0.247,0.01309,0.0,0.0,0.18
NACA0018,2.4,0.2595,0.01318,0.0,0.0,0.18
NACA0018,2.5,0.2714,0.01328,0.0,0.0,0.18
NACA0018,2.6,0.2825,0.0134,0.0,0.0,0.18
NACA0018,2.7,0.291,0.01347,0.0,0.0,0.18
NACA0018,2.8,0.3027,0.01353,0.0,0.0,0.18
NACA0018,2.9,0.3163,0.01365,0.0,0.0,0.18
NACA0018,3.0,0.3295,0.01379,0.0,0.0,0.18
NACA0018,3.1,0.3419,0.01395,0.0,0.0,0.18
NACA0018,3.2,0.3515,0.014,0.0,0.0,0.18
NACA0018,3.3,0.3604,0.01405,0.0,0.0,0.18
NACA0018,3.4,0.3757,0.0142,0.0,0.0,0.18
NACA0018,3.5,0.3909,0.01438,0.0,0.0,0.18
NACA0018,3.6,0.4055,0.0145,0.0,0.0,0.18
NACA0018,3.7,0.4192,0.0146,0.0,0.0,0.18
NACA0018,3.8,0.4301,0.01471,0.0,0.0,0.18
NACA0018,3.9,0.4385,0.01481,0.0,0.0,0.18
NACA0018,4.0,0.4557,0.01497,0.0,0.0,0.18
NACA0018,4.1,0.473,0.01508,0.0,0.0,0.18
NACA0018,4.2,0.4898,0.01522,0.0,0.0,0.18
NACA0018,4.3,0.5062,0.01541,0.0,0.0,0.18
NACA0018,4.4,0.5226,0.01553,0.0,0.0,0.18
NACA0018,4.5,0.5367,0.01562,0.0,0.0,0.18
NACA0018,4.6,0.5435,0.01571,0.0,0.0,0.18
NACA0018,4.7,0.5624,0.0159,0.0,0.0,0.18
NACA0018,4.8,0.5814,0.01601,0.0,0.0,0.18
NACA0018,4.9,0.5999,0.01611,0.0,0.0,0.18
NACA0018,5.0,0.6172,0.01626,0.0,0.0,0.18
NACA0018,5.1,0.6335,0.01645,0.0,0.0,0.18
NACA0018,5.2,0.649,0.01652,0.0,0.0,0.18
NACA0018,5.3,0.6609,0.01663,0.0,0.0,0.18
